Percdeleted,AvgComKarma,TotalKarma,ComUpRatio,ContainsCant,ContainsDont,ContainsEveryone,ContainsAnyone,ContainsHappy,ContainsLove,AvgComLen,AvgWordLen,AvgCommTime,VoteTime,AvgVaderSentiment,post id,sub
0.024315068,5.121201413,70879,25.04558304,0.057267126,0.189561435,0.04385647,0.02283436,0.015585357,0.052917724,49.40449438,4.481222534,0.04146905,1.038616526,0.082116528,irv6ho,gatesopencomeonin
0.035569927,10.71171171,57347,46.96723997,0.044180119,0.139337298,0.03653356,0.022939677,0.016992353,0.041631266,36.47408666,4.450803634,0.006464084,0.303600166,0.003767205,dp5643,gatesopencomeonin
0.023961661,20.07781457,56864,94.14569536,0.01188455,0.067911715,0.008488964,0.005093379,0.001697793,0.020373514,17.60780985,4.394754604,0.002601312,0.244902301,0.111131579,gwonxs,gatesopencomeonin
0.022022022,18.54636092,51663,51.50847458,0.033639144,0.077471967,0.016309888,0.016309888,0.013251784,0.013251784,28.36187564,4.629622974,0.104414633,5.37823845,0.139034353,jn1piy,gatesopencomeonin
0.084168337,8.070666667,51016,34.01066667,0.032751092,0.122270742,0.023289665,0.016739447,0.008733624,0.020378457,31.57641921,4.57737519,0.007096378,0.241352551,0.062892213,fi41u2,gatesopencomeonin
0.042194093,15.6017316,47756,103.3679654,0.027149321,0.052036199,0.018099548,0.013574661,0.013574661,0.038461538,26.88461538,4.268029959,0.012592176,1.30162758,0.203920136,hn02pm,gatesopencomeonin
0.032659409,17.52631579,44702,69.19814241,0.008,0.0352,0.0096,0.0064,0.0064,0.024,18.144,4.544179894,0.00270001,0.186835669,0.19110896,e8rjk6,gatesopencomeonin
0.067784766,5.038194444,43262,30.04305556,0.033507074,0.157855547,0.055100521,0.031273269,0.005212211,0.015636634,53.91809382,4.644989781,0.006408755,0.192538578,-0.132823157,gxy2bw,gatesopencomeonin
0.139664804,16.13655462,43134,90.61764706,0.017456359,0.08478803,0.012468828,0.007481297,0.007481297,0.054862843,21.840399,4.267526833,0.002422632,0.219533236,0.244631421,gavukm,gatesopencomeonin
0.055441478,20.32783505,42000,86.59793814,0.002183406,0.061135371,0.006550218,0.006550218,0.004366812,0.021834061,22.1419214,4.439700227,0.003724711,0.322552279,0.136057205,dynuvp,gatesopencomeonin
0.052287582,5.706896552,41441,89.3125,0.018181818,0.065909091,0.006818182,0.018181818,0.004545455,0.015909091,21.20909091,4.510930133,0.001948286,0.174006283,0.182176818,foz07m,gatesopencomeonin
0.332123412,33.91578947,41014,86.34526316,0.010273973,0.089041096,0.006849315,0.003424658,0.006849315,0.006849315,19.79452055,4.503633218,0.769750169,66.46428089,0.096001712,glycz6,gatesopencomeonin
0.044615385,12.27258806,40342,61.77947933,0.020833333,0.056089744,0.019230769,0.009615385,0.001602564,0.121794872,21.33653846,4.592008412,0.017392061,1.074472467,0.173233974,hzlkw0,gatesopencomeonin
0.010174419,8.374449339,39022,57.3010279,0.014836795,0.09347181,0.025222552,0.029673591,0.008902077,0.080118694,32.16617211,4.158902214,0.003647075,0.208981141,0.156627448,f3q1ln,gatesopencomeonin
0.224489796,107.0755814,38791,225.5290698,0.015625,0.0390625,0.0078125,0.0078125,0,0.0234375,12.890625,4.363030303,0.471836138,106.4127652,0.146741406,jekwk8,gatesopencomeonin
0.100257069,20.53995157,36696,88.85230024,0.034759358,0.122994652,0.040106952,0.021390374,0.00802139,0.032085561,31.89839572,4.43319363,0.001821201,0.161817897,0.127897594,efh2u5,gatesopencomeonin
0.008230453,24.36864407,36611,155.1313559,0.004273504,0.021367521,0.004273504,0.004273504,0.038461538,0.038461538,16.85470085,4.42469574,0.001764572,0.273740372,0.187018376,exb8kw,gatesopencomeonin
0.029376499,8.585537919,34732,20.41857731,0.063559322,0.208232446,0.041767554,0.030266344,0.009079903,0.035714286,51.75181598,4.48774183,0.00709454,0.14486041,0.15819316,d67uk0,gatesopencomeonin
0.015151515,8.25498008,34088,135.8087649,0.044534413,0.141700405,0.036437247,0.04048583,0.020242915,0.028340081,41.48582996,4.234410071,0.047473442,6.447309523,-0.109010121,j4fqdw,gatesopencomeonin
0.065637066,15.8343949,34010,43.32484076,0.025885559,0.080381471,0.021798365,0.01226158,0.002724796,0.042234332,30.8119891,4.443137602,0.003203317,0.138783198,0.142283651,dckm6c,gatesopencomeonin
0.076496674,7.687891441,33683,35.15970772,0.05511811,0.13048369,0.024746907,0.035995501,0.006749156,0.011248594,48.36332958,4.500616351,0.795427812,27.9670094,-0.100559955,dc58am,gatesopencomeonin
0.06043956,11.09705882,33600,98.82352941,0.01572327,0.040880503,0.018867925,0.006289308,0.003144654,0.003144654,22.27987421,4.558080452,0.002060465,0.203622419,0.114283019,dtvudj,gatesopencomeonin
0.02734375,6.758333333,33407,139.1958333,0.012875536,0.081545064,0,0.025751073,0.008583691,0.034334764,20.24892704,4.354175498,0.136027432,18.93445178,0.201985408,fixzi2,gatesopencomeonin
0.127118644,21.52380952,32154,255.1904762,0.018018018,0.063063063,0.018018018,0.009009009,0.036036036,0.018018018,14.97297297,4.410950662,0.003365223,0.858772815,0.134061261,d75cwy,gatesopencomeonin
0.029333333,9.60326087,32027,87.0298913,0.016806723,0.075630252,0.042016807,0.008403361,0.019607843,0.06162465,31.99159664,4.363103056,0.009908103,0.862301148,0.250643697,erh7ys,gatesopencomeonin
0.081395349,11.68929504,31862,41.59530026,0.019914651,0.184921764,0.055476529,0.06401138,0.022759602,0.011379801,42.99715505,4.685645284,0.050117661,2.084659154,0.111894168,i01j2s,gatesopencomeonin
0.085744909,8.166847237,31807,34.46045504,0.047449585,0.163701068,0.029655991,0.014234875,0.008303677,0.049822064,45.18149466,4.48789645,0.003665203,0.12630457,0.173600237,dvp3mb,gatesopencomeonin
0.226415094,6.713692946,31345,130.0622407,0.044198895,0.127071823,0.044198895,0.011049724,0.011049724,0.033149171,40.28176796,4.262241119,0.012702183,1.652074382,0.015907182,iny4om,gatesopencomeonin
0.02259887,5.829850746,31278,93.36716418,0.067278287,0.201834862,0.042813456,0.024464832,0.009174312,0.055045872,45.87155963,4.419666667,0.008084078,0.754787403,0.307591437,gfmp4a,gatesopencomeonin
0.151515152,19.46625767,30761,188.7177914,0.037593985,0.052631579,0.037593985,0.015037594,0.015037594,0.037593985,20.21052632,4.478422619,0.007148992,1.349142011,0.082787218,f85mov,gatesopencomeonin
0.03271028,13.77358491,30708,144.8490566,0.029268293,0.048780488,0.019512195,0.014634146,0.019512195,0.073170732,22.11707317,4.497132775,0.001240121,0.179630368,0.346901463,eud67x,gatesopencomeonin
0.039164491,20.56217617,29892,77.44041451,0.035040431,0.105121294,0.02425876,0.021563342,0,0.016172507,34.24797844,4.423658114,0.005679299,0.439807277,0.075415364,ee7xwt,gatesopencomeonin
0.011235955,32.06818182,29762,112.7348485,0.026819923,0.072796935,0.01532567,0.011494253,0.003831418,0.01532567,23.67049808,4.419229524,0.001279705,0.144267358,0.210906897,eh98pz,gatesopencomeonin
0.031358885,10.14035088,29234,102.5754386,0.02173913,0.028985507,0.018115942,0,0.003623188,0.025362319,31.79710145,4.55674567,0.139375662,14.29651968,0.044655797,gx42f8,gatesopencomeonin
0.153614458,22.24846626,29169,89.47546012,0.043636364,0.065454545,0.029090909,0.018181818,0.010909091,0.04,21.63272727,4.455874937,0.044080959,3.944164118,0.131347636,fm5om7,gatesopencomeonin
0.06031746,15.86148649,29102,98.31756757,0.032490975,0.137184116,0.025270758,0.028880866,0.010830325,0.028880866,24.55234657,4.306278488,0.002095534,0.206027774,0.233453791,gyesou,gatesopencomeonin
0.034883721,19.17045455,29029,82.46875,0.079411765,0.2,0.05,0.029411765,0.011764706,0.011764706,57.63529412,4.816748316,0.00196048,0.161678364,-0.089874118,dhdbnx,gatesopencomeonin
0.00255102,23.84266667,28469,75.91733333,0.016042781,0.053475936,0.029411765,0,0.013368984,0.018716578,28.21122995,4.287840015,0.073996849,5.61764348,0.249159358,jo9ehu,gatesopencomeonin
0.015228426,17.04787234,28324,150.6595745,0.016216216,0.048648649,0.016216216,0.021621622,0,0.016216216,17.07567568,4.286166508,0.064791095,9.761398752,0.063462162,j5lrsf,gatesopencomeonin
0.021008403,30.51131222,28072,127.0226244,0.013888889,0.041666667,0.00462963,0.013888889,0.00462963,0.041666667,22.92592593,4.397617124,0.001786858,0.226971396,0.244182407,dsmjm5,gatesopencomeonin
0.015151515,13.91056911,27851,226.4308943,0.024793388,0.049586777,0.008264463,0.008264463,0,0.024793388,21.30578512,5.297905353,0.000561658,0.127176826,0.132339669,emc0zl,gatesopencomeonin
0.163088357,4.691151203,27230,11.6967354,0.035178479,0.173823073,0.042938438,0.034661148,0.015519917,0.019141231,41.22245215,4.625817301,0.014386194,0.168271501,0.029613502,ejwtqk,gatesopencomeonin
0.10951526,17.97282609,27068,49.03623188,0.032586558,0.112016293,0.026476578,0.018329939,0.012219959,0.040733198,29.40529532,4.341598559,0.002295802,0.112577465,0.125919552,g94fdf,gatesopencomeonin
0.015625,32.07936508,26994,71.41269841,0.008064516,0.040322581,0.005376344,0.024193548,0,0.016129032,22.38172043,4.57362479,0.007385005,0.527383129,0.077741129,ek3kf4,gatesopencomeonin
0.206185567,26.18686869,26904,67.93939394,0.037162162,0.246621622,0.016891892,0.013513514,0.027027027,0.02027027,42.50675676,4.61119059,0.002617173,0.177809168,0.20103277,ggoo8t,gatesopencomeonin
0.019417476,12.74162679,26399,126.3110048,0.014634146,0.029268293,0.019512195,0.014634146,0.019512195,0.048780488,21.28292683,4.420123768,0.000951761,0.120217848,0.257621951,ef3unl,gatesopencomeonin
0.015923567,9.943037975,26064,41.24050633,0.053054662,0.078778135,0.014469453,0.006430868,0.006430868,0.035369775,31.00643087,4.458104324,0.003050464,0.125802667,0.274323633,ehvdv0,gatesopencomeonin
0.087628866,17.13705584,25974,131.8477157,0.044444444,0.044444444,0,0.005555556,0,0.033333333,17.44444444,4.457643312,0.001618415,0.213384261,0.135506667,f59ci2,gatesopencomeonin
0.097902098,27.77124183,25729,168.1633987,0.021582734,0.014388489,0,0.014388489,0.007194245,0.021582734,14.92086331,4.597396336,0.006585408,1.107424653,0.088951799,enqnyp,gatesopencomeonin
0.34562212,41.12912088,25691,70.57967033,0.028037383,0.107476636,0.08411215,0.023364486,0.018691589,0.14953271,34.06542056,4.47297668,0.11567429,8.164253255,0.12756215,ewp2pj,gatesopencomeonin
0.031746032,10.1,25341,81.74516129,0.023333333,0.133333333,0.05,0.023333333,0,0.033333333,46.19333333,4.578005484,0.001382249,0.112992133,0.237881,epyess,gatesopencomeonin
0.021097046,8.875264271,25213,53.30443975,0.028077754,0.112311015,0.01511879,0.010799136,0.030237581,0.025917927,24.21598272,4.530146272,0.002429892,0.129524048,0.060447084,cpm5tz,gatesopencomeonin
0.034764826,13.27348643,24860,51.89979123,0.028138528,0.101731602,0.041125541,0.021645022,0.017316017,0.015151515,37.15800866,4.582396458,0.002027495,0.105226578,0.010729437,f3c9xa,gatesopencomeonin
0.038216561,15.43434343,24351,81.98989899,0.010526316,0.066666667,0.028070175,0.007017544,0.003508772,0.003508772,32.12631579,5.23634775,0.001176199,0.096436409,0.053323158,dwkdvr,gatesopencomeonin
0.06970128,24.7887538,24299,36.92857143,0.013136289,0.072249589,0.013136289,0.011494253,0.003284072,0.027914614,19.99835796,4.262090484,0.004922476,0.181780006,0.145206404,f9ddpz,gatesopencomeonin
0.086111111,12.93421053,23963,63.06052632,0.022922636,0.088825215,0.017191977,0.017191977,0.031518625,0.022922636,25.99426934,4.418209877,0.002446084,0.154251375,0.229776218,dgi4n5,gatesopencomeonin
0.03257329,16.64935065,23785,77.22402597,0.026845638,0.067114094,0.05033557,0.010067114,0.05704698,0.043624161,33.65771812,4.516051844,0.004822717,0.372429613,0.191151007,eazg7i,gatesopencomeonin
0.041176471,18.03225806,23415,68.66568915,0.018348624,0.03058104,0.009174312,0.012232416,0,0.021406728,15.19571865,4.525457839,0.001440986,0.098946326,0.105442813,e9cfuk,gatesopencomeonin
0.128301887,11.71102662,23284,88.53231939,0.004366812,0.03930131,0.052401747,0.03930131,0.013100437,0.017467249,27.28384279,4.170934699,0.001092911,0.096757973,0.159571616,dpry0w,gatesopencomeonin
0.013636364,46.28054299,23230,105.1131222,0.009174312,0.04587156,0.018348624,0,0.004587156,0.02293578,16.43577982,4.525537259,0.002782283,0.292454473,0.231105963,fsb74k,gatesopencomeonin
0.035897436,22.13227513,22863,120.968254,0.005494505,0.10989011,0.038461538,0.016483516,0.010989011,0.049450549,22.71428571,4.522012579,0.001212176,0.146634754,0.112084615,hfgymp,gatesopencomeonin
0.029585799,18.4664723,22809,66.49854227,0.015015015,0.078078078,0.069069069,0.009009009,0.006006006,0.048048048,28.47447447,4.46888842,0.0020114,0.1337552,0.156405706,ch6j8u,gatesopencomeonin
0.037878788,17.40769231,22648,174.2153846,0.016,0.032,0.024,0,0,0.032,35.624,4.324724905,0.015001644,2.613517251,0.0828888,eynpw2,gatesopencomeonin
0.098712446,29.26839827,22578,48.87012987,0.016826923,0.105769231,0.050480769,0.016826923,0.012019231,0.019230769,26.36538462,4.537199125,0.003315086,0.162008684,0.128030048,dy3cts,gatesopencomeonin
0.018867925,14.47839506,22451,69.29320988,0.031446541,0.100628931,0.012578616,0.022012579,0.009433962,0.059748428,26.43396226,4.249583631,0.00506197,0.350760155,0.294750943,ec9jqp,gatesopencomeonin
0.044776119,12.55371901,22309,184.3719008,0.017391304,0.017391304,0.008695652,0,0,0.026086957,22.17391304,4.316078431,0.000731012,0.13477812,0.122290435,etd7dz,gatesopencomeonin
0.020527859,20.59347181,22245,66.00890208,0.009090909,0.024242424,0.009090909,0.006060606,0.003030303,0.033333333,21.55454545,4.777871503,0.005445989,0.359483778,0.048872424,gqi89b,gatesopencomeonin
0.006622517,6.764119601,21998,73.08305648,0.010033445,0.060200669,0.016722408,0.006688963,0.006688963,0.036789298,33.4180602,5.28152522,0.018634136,1.361839641,0.306236789,fa01km,gatesopencomeonin
0.036101083,21.46014493,21901,79.35144928,0.026315789,0.12406015,0.041353383,0.045112782,0.011278195,0.022556391,38.33458647,4.635971364,0.001114209,0.088414133,0.079279699,duitgg,gatesopencomeonin
0.008486563,15.6943662,21861,30.79014085,0.036931818,0.126420455,0.021306818,0.012784091,0.017045455,0.042613636,45.18892045,4.547606324,0.005795385,0.178440707,0.137671023,d55due,gatesopencomeonin
0.030120482,10.84319527,21769,64.40532544,0.018292683,0.033536585,0.009146341,0.018292683,0,0.024390244,21.51219512,4.499858277,0.024607619,1.584861703,0.082531707,eeqnez,gatesopencomeonin
0.068014706,14.24175824,21568,39.5018315,0.007858546,0.090373281,0.029469548,0.025540275,0.007858546,0.086444008,46.73477407,4.654027241,0.002262869,0.089387463,0.108572495,f6p63v,gatesopencomeonin
0.11451049,13.71194166,21470,19.5715588,0.045548654,0.191511387,0.02484472,0.050724638,0.005175983,0.034161491,43.88198758,4.632554848,0.004469917,0.087483253,0.09794089,dvbd97,gatesopencomeonin
0.0234375,6.627530364,21365,86.49797571,0.012448133,0.01659751,0.012448133,0.008298755,0.004149378,0.049792531,30.69709544,4.249932414,0.005953376,0.514954944,0.318989627,iadsw3,gatesopencomeonin
0.036308623,12.38821752,21072,31.83081571,0.021943574,0.097178683,0.031347962,0.003134796,0.007836991,0.043887147,33.73667712,4.462414049,0.032547959,1.0360281,0.104008777,jhzbde,gatesopencomeonin
0.020512821,21.7752809,20866,117.2247191,0.011494253,0.086206897,0.017241379,0.028735632,0,0.028735632,24.36781609,4.277122642,0.069623265,8.161567697,0.120801724,gko65d,gatesopencomeonin
0.016129032,19.39664804,20850,116.4804469,0.011363636,0.068181818,0.017045455,0.011363636,0.005681818,0.017045455,24.70454545,4.313707452,0.022062721,2.569875553,0.161301705,f0lqmc,gatesopencomeonin
0,7.330578512,20590,56.72176309,0.022038567,0.024793388,0.005509642,0.005509642,0.011019284,0.052341598,18.92286501,4.593245014,0.003925226,0.222645743,0.193955372,i1cw0c,gatesopencomeonin
0.012578616,17.45751634,20436,133.5686275,0.052980132,0.026490066,0.052980132,0.026490066,0.013245033,0.105960265,32.15231788,4.348712667,0.006980161,0.932330461,0.25648543,eq8pqe,gatesopencomeonin
0.063636364,25.49065421,20159,94.20093458,0.01,0.015,0.02,0.015,0.005,0.025,19.005,4.490134175,0.004011142,0.37785337,0.1399075,em3i3k,gatesopencomeonin
0.019417476,42.23671498,19835,95.82125604,0.014778325,0.019704433,0.019704433,0,0.004926108,0.02955665,17.8226601,4.232725263,0.001268087,0.121509685,0.229355665,fazxrk,gatesopencomeonin
0.028776978,31.72727273,19807,138.5104895,0.014388489,0.014388489,0,0,0.007194245,0.021582734,9.690647482,4.513734224,0.001117975,0.154851329,0.009644604,d8m5an,gatesopencomeonin
0.014285714,21.25650558,19801,73.60966543,0.037735849,0.079245283,0.060377358,0.033962264,0.033962264,0.060377358,38.11698113,4.372438372,0.006479104,0.476924714,0.365599245,goi0ff,gatesopencomeonin
0.024608501,18.81489842,19775,44.63882619,0.046296296,0.166666667,0.039351852,0.006944444,0.011574074,0.025462963,39.44212963,4.33528963,0.011195935,0.499773386,0.080153704,fu2pd6,gatesopencomeonin
0.034334764,19.05128205,19673,84.07264957,0.022123894,0.061946903,0.004424779,0.004424779,0.026548673,0.07079646,18.69911504,4.289162328,0.002698562,0.226875299,0.122624779,e9s1bc,gatesopencomeonin
0.019480519,31.33757962,19119,121.7770701,0.006493506,0.103896104,0.025974026,0.012987013,0.006493506,0.051948052,38.12987013,4.554666213,0.00336031,0.409208676,0.054427273,dmyv0h,gatesopencomeonin
0,31.53571429,19103,136.45,0.014285714,0.107142857,0.007142857,0.014285714,0.014285714,0.057142857,23.37142857,4.317848411,0.030532242,4.166124477,0.243473571,js6ae1,gatesopencomeonin
0.027777778,22.20740741,19087,141.3851852,0.015267176,0.152671756,0.030534351,0.06870229,0.007633588,0.045801527,31.90839695,4.265550239,0.062805304,8.879739474,0.190193893,fdt8vm,gatesopencomeonin
0.036363636,51.65454545,18590,169,0.047169811,0.066037736,0,0,0.009433962,0,11.56603774,4.637030995,0.003847721,0.650264881,0.000167925,ert2xy,gatesopencomeonin
0.082437276,20.8,18556,67.47636364,0.027777778,0.111111111,0.075396825,0.015873016,0.027777778,0.043650794,45.65079365,4.466794159,0.01282406,0.865320943,-0.064336508,fuqttp,gatesopencomeonin
0.001594896,13.63782051,18467,29.59455128,0.032102729,0.097913323,0.025682183,0.024077047,0.016051364,0.130016051,50.11075441,4.45914347,0.006656546,0.196997478,0.315098716,igok8v,gatesopencomeonin
0.022522523,13.2907489,18350,80.83700441,0.054054054,0.126126126,0.013513514,0.018018018,0.031531532,0.076576577,36.93243243,4.270032931,0.009627946,0.778294284,0.282703153,hd7apr,gatesopencomeonin
0.033783784,16.16778523,18196,122.1208054,0.006944444,0.090277778,0.020833333,0.006944444,0.0625,0.020833333,29.13194444,4.291299166,0.01505844,1.838948806,0.203115278,evs2il,gatesopencomeonin
0.202620968,11.02589641,18185,18.1125498,0.02864259,0.120797011,0.01867995,0.02117061,0.01992528,0.03113325,31.10087173,4.84940338,0.006497561,0.117687399,0.10366127,d96jm2,gatesopencomeonin
0.132404181,20.01149425,18098,69.34099617,0.00896861,0.143497758,0.022421525,0.031390135,0.031390135,0.071748879,30.40807175,4.32045421,0.007959505,0.551920015,0.245967265,gepv0v,gatesopencomeonin
0.005102041,38.50761421,17990,91.31979695,0.010204082,0.020408163,0,0.005102041,0.005102041,0.005102041,14.35714286,4.539800995,0.000896999,0.081913755,0.128312755,ekcko2,gatesopencomeonin
0,33.24043716,17974,98.21857923,0.032786885,0.054644809,0.021857923,0.076502732,0,0.010928962,23.58469945,4.484012975,0.00151187,0.148493748,0.042533333,drvhqu,gatesopencomeonin
0.129757785,11.91394148,17809,30.65232358,0.027667984,0.124505929,0.039525692,0.027667984,0.005928854,0.0256917,34.73517787,4.703743741,0.022869439,0.70100144,0.142741107,hqipiu,gatesopencomeonin
0.315186246,8.409539474,17544,28.85526316,0.015463918,0.092783505,0.020618557,0.005154639,0.012886598,0.007731959,24.9742268,4.847368421,0.017497586,0.504897453,0.011521907,f0b3tn,gatesopencomeonin
0.013245033,28.43333333,17517,116.78,0.013513514,0.047297297,0.013513514,0.006756757,0.006756757,0.013513514,22.87162162,4.665583456,0.045563391,5.32089284,-0.022363514,jr98pj,gatesopencomeonin
0.013793103,28.71830986,17373,61.17253521,0.007142857,0.057142857,0.025,0,0.010714286,0.010714286,26,4.927472527,0.002255112,0.137950931,0.106373929,ey88ca,gatesopencomeonin
0.01875,16.41666667,17369,111.3397436,0.026143791,0.045751634,0.006535948,0,0,0.019607843,26.96732026,4.202859913,0.017989794,2.002979079,0.093373203,it2bn4,gatesopencomeonin
0.118161926,17.32783019,17234,40.64622642,0.048648649,0.121621622,0.018918919,0.024324324,0.008108108,0.02972973,41.56756757,4.750520156,0.085680221,3.482577681,0.194293784,giciqr,gatesopencomeonin
0.016483516,19.16853933,17166,96.43820225,0.034285714,0.085714286,0.017142857,0.005714286,0.005714286,0.045714286,36.83428571,4.330127211,0.000980729,0.094579763,0.060273143,ctnmml,gatesopencomeonin
0,37.32727273,17133,311.5090909,0,0.018181818,0.018181818,0,0,0.018181818,23.87272727,4.152322925,0.0430388,13.4069775,0.460321818,fvktlv,gatesopencomeonin
0.046413502,9.472689076,16929,35.56512605,0.035242291,0.099118943,0.035242291,0.026431718,0.008810573,0.178414097,41.74449339,4.709582102,0.002442376,0.086863427,0.022727093,ewegoq,gatesopencomeonin
0,9.260204082,16912,86.28571429,0.020408163,0.112244898,0.010204082,0,0.010204082,0.045918367,30.24489796,4.298076923,0.004626825,0.399228863,0.237955102,gnyb6o,gatesopencomeonin
0.005847953,10.16564417,16873,103.5153374,0.067901235,0.179012346,0.00617284,0.043209877,0.030864198,0.037037037,46.41358025,4.205080463,0.104195521,10.78583452,0.06357037,hj9lto,gatesopencomeonin
0.01312336,26.66840731,16640,43.4464752,0.018518519,0.082010582,0.010582011,0.007936508,0,0.002645503,26.22486772,4.515484717,0.001781579,0.077403317,-0.005893651,dr0j9j,gatesopencomeonin
0.098265896,9.155172414,16596,95.37931034,0.025477707,0.089171975,0.031847134,0.012738854,0.012738854,0.012738854,24.71974522,4.498067508,0.005054461,0.482091036,0.042229299,eqw350,gatesopencomeonin
0.022151899,16.115625,16581,51.815625,0.054313099,0.134185304,0.076677316,0.006389776,0.041533546,0.03514377,52.37380192,4.242420545,0.0027805,0.144073343,0.090074441,fqudyt,gatesopencomeonin
0.00990099,22.67156863,16584,81.29411765,0.00990099,0.034653465,0.01980198,0.014851485,0,0.03960396,29.33663366,4.301046237,0.005100806,0.414665483,0.219109406,elf99o,gatesopencomeonin
0.053763441,13.14606742,16377,184.011236,0.023809524,0.166666667,0.047619048,0.011904762,0.035714286,0.05952381,35.82142857,4.222333001,0.036278653,6.675679715,0.19517381,h9wfr8,gatesopencomeonin
0.014150943,24.53051643,16363,76.82159624,0.019047619,0.066666667,0.014285714,0.028571429,0,0.014285714,24.36190476,4.591477717,0.002172321,0.166881179,0.06896619,e3zteo,gatesopencomeonin
0.018987342,12.55016181,16366,52.96440129,0.02970297,0.082508251,0.01980198,0.01650165,0.00990099,0.01650165,33.1980198,4.590118302,0.001640291,0.086877042,0.30259967,g9p5lw,gatesopencomeonin
0.008928571,25.43243243,16139,145.3963964,0,0.045454545,0.081818182,0.018181818,0.018181818,0.045454545,13.77272727,4.337293729,0.002717282,0.395082944,0.230393636,ib0waj,gatesopencomeonin
0.004098361,11.31967213,15994,65.54918033,0.024691358,0.04526749,0.008230453,0.016460905,0.008230453,0.041152263,34.93004115,4.791588124,0.002958365,0.193918417,0.220626337,g4uln0,gatesopencomeonin
0.027972028,13.56428571,15976,114.1142857,0.036764706,0.051470588,0.007352941,0,0.014705882,0.036764706,18.49264706,4.330019881,0.002926954,0.33400723,0.184492647,e1r4gh,gatesopencomeonin
0.00862069,27.34188034,15781,134.8803419,0.034482759,0.094827586,0,0,0,0.00862069,15.40517241,4.352546167,0.000496753,0.067002152,0.053585345,d9hvf2,gatesopencomeonin
0.072916667,17.03645833,15773,82.15104167,0.011235955,0.033707865,0,0.005617978,0,0.033707865,15.87078652,4.496637168,0.000801239,0.065822634,0.128878652,ce0v0t,gatesopencomeonin
0.024096386,9.68902439,15710,95.79268293,0.05625,0.1125,0.03125,0,0,0.025,32.41875,4.422402159,0.016479955,1.578659128,0.0857275,gvce22,gatesopencomeonin
0.073434125,6.653763441,15669,33.69677419,0.039443155,0.081206497,0.018561485,0.013921114,0.013921114,0.013921114,27.57772622,4.557630826,0.004725811,0.159244575,0.022541531,d22tig,gatesopencomeonin
0.011428571,11.55737705,15648,85.50819672,0.038674033,0.077348066,0.011049724,0.022099448,0.005524862,0.044198895,37.54143646,4.3334805,0.055093654,4.710959021,0.146724862,jjmoq8,gatesopencomeonin
0,41.18045113,15635,117.556391,0.007518797,0.037593985,0,0.015037594,0.007518797,0.022556391,10.84210526,4.419556172,0.006485938,0.762463486,0.132014286,gmnf4a,gatesopencomeonin
0.013100437,21.69955157,15633,70.10313901,0.013636364,0.059090909,0.022727273,0.027272727,0.031818182,0.027272727,29.45454545,4.349074074,0.001141273,0.080006844,0.107221364,dxaw6w,gatesopencomeonin
0.077777778,43.94623656,15539,167.0860215,0.081395349,0.162790698,0,0,0,0.011627907,30.39534884,4.613618975,0.002580398,0.431148458,0.133290698,egz5b5,gatesopencomeonin
0.062790698,12.13318284,15418,34.80361174,0.036057692,0.129807692,0.026442308,0.036057692,0.014423077,0.045673077,51.18990385,4.574031463,0.004326642,0.150582754,0.197682692,e4f5xj,gatesopencomeonin
0.007936508,20.592,15406,123.248,0.024193548,0.096774194,0.008064516,0.008064516,0.032258065,0.016129032,26.03225806,4.361214374,0.000960437,0.118371944,0.233380645,eik84w,gatesopencomeonin
0.05952381,17.22619048,15294,182.0714286,0.113924051,0.139240506,0.025316456,0,0,0.012658228,32.18987342,4.377113645,0.002094395,0.381329467,0.220159494,cu4yu8,gatesopencomeonin
0.068493151,25.38356164,15291,209.4657534,0.029411765,0.132352941,0,0.029411765,0,0.029411765,20.38235294,4.833333333,0.002511445,0.526061688,0.003130882,ej4tm7,gatesopencomeonin
0.014705882,29.56521739,15220,220.5797101,0,0.014705882,0.029411765,0.014705882,0,0.044117647,20.91176471,4.608298172,0.007407832,1.634017335,0.355625,eqhgzq,gatesopencomeonin
0.018867925,36.72955975,15128,95.14465409,0.012820513,0.044871795,0.057692308,0.025641026,0.006410256,0.051282051,29.38461538,4.219022688,0.002475797,0.235558887,0.235261538,f5prl0,gatesopencomeonin
0.120743034,9.269480519,15080,48.96103896,0.040892193,0.104089219,0.029739777,0.007434944,0.011152416,0.007434944,49.50185874,4.441048363,0.009082804,0.444703516,-0.048682528,i2ntcp,gatesopencomeonin
0.003937008,19.67460317,14976,59.42857143,0.015936255,0.071713147,0.019920319,0.023904382,0.011952191,0.075697211,20.73705179,4.526224784,0.001085598,0.064515541,0.19167012,gjpl6g,gatesopencomeonin
0,22.24031008,14962,115.9844961,0,0.03875969,0.007751938,0.015503876,0.054263566,0.046511628,19.75193798,4.465070644,0.00886797,1.028547074,0.21911938,jm5e56,gatesopencomeonin
0.092920354,24.26431718,14934,65.78854626,0.04368932,0.077669903,0.029126214,0.019417476,0.004854369,0.004854369,29.77184466,4.401924018,0.002798422,0.184104101,0.096933981,e2ijja,gatesopencomeonin
0.038888889,13.69189189,14795,79.97297297,0.028089888,0.123595506,0.061797753,0.02247191,0.016853933,0.005617978,36.28651685,4.664344326,0.00308712,0.24688618,0.116722472,df4oud,gatesopencomeonin
